"0","1"
"Fentanyl","Cardiac disorders|Palpitations|Ear and labyrinth disorders|Vertigo|Gastrointestinal disorders|Nausea|Vomiting|Constipation|Abdominal pain upper|Dry mouth|General disorders and administration site conditions|Fatigue|Feeling cold|Malaise|Asthenia|Edema peripheral|Metabolism and nutrition disorders|Anorexia|Musculoskeletal and connective tissue disorders|Muscle spasms|Nervous system disorders|Somnolence|Dizziness|Psychiatric disorders|Insomnia|Depression|Skin and subcutaneous tissue disorders|Hyperhidrosis|Pruritus|Rash"
"Fentanyl Buccal","Nausea|Vomiting|Fatigue|Dizziness|Somnolence|Headache"
"Fentanyl Citrate","Dose Group|Asthenia|Headache|Accidental Injury|Digestive|Nausea|Vomiting|Constipation|Nervous|Dizziness|Somnolence|Confusion|Anxiety|Abnormal Gait|Dry Mouth|Nervousness|Vasodilatation|Hallucinations|Insomnia|Thinking Abnormal|Vertigo|Respiratory|Dyspnea|Skin|Pruritus|Rash|Sweating|Special Senses|Abnormal Vision"
"Fentanyl System","Palpitations|Vertigo|Nausea|Vomiting|Constipation|Abdominal pain upper|Dry mouth|Fatigue|Feeling cold|Malaise|Asthenia|Edema peripheral|Anorexia|Muscle spasms|Nervous system disorders|Somnolence|Dizziness|Insomnia|Depression|Hyperhidrosis|Pruritus|Rash"
"Fentanyl Transdermal","Cardiac disorders|Palpitations|Ear and labyrinth disorders|Vertigo|Gastrointestinal disorders|Nausea|Vomiting|Constipation|Abdominal pain upper|Dry mouth|General disorders and administration site conditions|Fatigue|Feeling cold|Malaise|Asthenia|Edema peripheral|Metabolism and nutrition disorders|Anorexia|Musculoskeletal and connective tissue disorders|Muscle spasms|Nervous system disorders|Somnolence|Dizziness|Psychiatric disorders|Insomnia|Depression|Skin and subcutaneous tissue disorders|Hyperhidrosis|Pruritus|Rash"
"Fentora","Nausea|Vomiting|Fatigue|Dizziness|Somnolence|Headache"
"Feraheme","Headache|Nausea|Dizziness|Fatigue|Diarrhea|Back Pain"
"Ferring Pharmaceuticals Inc.","Headache|Vaginal discharge|Nausea|Breast tenderness|Post procedural discomfort|Abdominal distension|Abdominal pain|Pelvic pain|Constipation"
"Ferriprox","BLOOD AND LYMPHATIC SYSTEM DISORDERS|Neutropenia|Agranulocytosis|GASTROINTESTINAL DISORDERS|Nausea|Abdominal pain/discomfort|Vomiting|Diarrhea|Dyspepsia|INVESTIGATIONS|Alanine aminotransferase increased|Weight increased|Aspartate aminotransferase increased|METABOLISM AND NUTRITION DISORDERS|Increased appetite|Decreased appetite|MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS|Arthralgia|Back pain|Pain in extremity|Arthropathy|NERVOUS SYSTEM DISORDERS|Headache"
"Ferumoxytol","Headache|Nausea|Dizziness|Fatigue|Diarrhea|Back Pain"
"Fesoterodine Fumarate","Gastrointestinal disorders Dry mouth Constipation Dyspepsia Nausea|Abdominal pain upper|Infections Urinary tract infection|Upper respiratory tract infection|Eye disorders Dry eyes|Renal and urinary disorders Dysuria Urinary retention|Respiratory disorders Cough Dry throat|General disorders Edema peripheral|Musculoskeletal disorders Back pain|Psychiatric disorders Insomnia|Investigations ALT increased GGT increased|Skin disorders Rash|Dry mouth|Constipation|Dyspepsia|Nausea|Urinary tract infection|Dry eyes|Dysuria|Urinary retention|Cough|Dry throat|Edema peripheral|Back pain|Insomnia|ALT increased|GGT increased|Rash"
"Fetroja","Diarrhea|Infusion site reactionsInfusion site reactions include infusion site erythema, inflammation, pain, pruritis, injection site pain, and phlebitis.|Constipation|RashRash includes rash macular, rash maculopapular, erythema, skin irritation.|CandidiasisCandidiasis includes oral or vulvovaginal candidiasis, candiduria.|Cough|Elevations in liver testsElevations in liver tests include alanine aminotransferase, aspartate aminotransferase, gamma-glutamyl transferase, blood alkaline phosphatase, hepatic enzyme increased.|Headache|HypokalemiaHypokalemia includes blood potassium decreased.|Nausea|Vomiting"
"Fetzima","Nausea|Constipation|Vomiting|Tachycardiaa|Palpitations|Erectile dysfunctionc|Testicular paind|Ejaculation disordere|Heart rate increasedf|Blood pressure increasedg|Urinary hesitation|Hyperhidrosis|Rashh|Hot flush|Hypotensioni|Hypertensionj|Decreased appetite"
"Fexinidazole","NeutropeniaDefined as an absolute neutrophil count of less than 1,000 cells/mm3 occurring at any time following the first dose of study drug to the end of the study.|Palpitations|Photophobia|Vomiting|Nausea|Dyspepsia|Abdominal pain upper|Salivary hypersecretion|Constipation|Abdominal distension|Gastritis|Asthenia|Feeling hot|Chest pain|Gait disturbance|Decreased appetite|Hypocalcemia|Hypoalbuminemia|Back pain|Neck pain|Muscle Spasms|Headache|Tremor|Dizziness|Extrapyramidal disorder|Paresthesia|Insomnia|Agitation|Anxiety|Abnormal behavior|Cough|Dyspnea|Pruritus|Hyperhidrosis|Hot flush|Hypertension"
"Fexmid","Drowsiness|Dry Mouth|Fatigue|Headache"
"Fibricor","Abdominal Pain|Back Pain|Headache|DIGESTIVE|Abnormal Liver Function Tests|Nausea|Constipation|METABOLIC AND NUTRITIONAL DISORDERS|Increased ALT|Increased CPK|Increased AST|RESPIRATORY|Respiratory Disorder|Rhinitis"
"Finacea","Burning/stinging/tingling|Pruritus|Scaling/dry skin/xerosis|Erythema/irritation|Contact dermatitis|Edema|Acne"
"Finacea Foam","Application site painApplication site pain is a term used to describe disagreeable skin sensations, including burning, stinging, paraesthesia and tenderness.|Application site pruritus|Application site dryness|Application site erythema"
"Finasteride","Decreased Libido|Erectile Dysfunction|Ejaculation Disorder (Decreased Volume of Ejaculate)|Impotence|Decreased Volume of Ejaculate|Ejaculate Disorder|Breast Enlargement|Breast Tenderness|Rash|Ejaculation Disorder|Erectile D ysfunction|Ejaculation Disorder (Decreased Volu me of Ejaculate)"
"Firazyr","Injection site reaction Injection site bruising, Injection site hematoma, Injection site burning, Injection site erythema, Injection site hypoesthesia, Injection site irritation, Injection site numbness, Injection site edema, Injection site pain, Injection site pressure sensation, Injection site pruritus, Injection site swelling, Injection site urticaria, and Injection site warmth|Pyrexia|Transaminase increased|Dizziness"
"Firdapse","ParesthesiaIncludes paresthesia, oral paresthesia, oral hypoesthesia|Upper respiratory tract infection|Abdominal pain|Nausea|Diarrhea|Headache|Elevated liver enzymesIncludes elevated alanine aminotransferase (ALT), aspartate aminotransferase (AST), lactate dehydrogenase (LDH), and gamma- glutamyl transferase (GGT)|Back pain|Hypertension|Muscle spasms|Dizziness|Asthenia|Muscular weakness|Pain in extremity|Cataract|Constipation|Bronchitis|Fall|Lymphadenopathy"
"Firmagon","Injection site reactionsIncludes pain, erythema, swelling, induration, or nodule.|Weight increase|Chills|Cardiovascular system|Hot flash|Hypertension|Digestive system|Increases in Transaminases and GGT|Constipation|Musculoskeletal system|Back pain|Arthralgia|Urogenital system|Urinary tract infection"
"Flecainide Acetate","Dizziness*|Visual Disturbancesâ€ |Dyspnea|Headache|Nausea|Fatigue|Palpitation|Chest Pain|Asthenia|Tremor|Constipation|Edema|Abdominal Pain|DizzinessDizziness includes reports of dizziness, lightheadedness, faintness, unsteadiness, near syncope, etc.|Visual DisturbancesVisual disturbance includes reports of blurred vision, difficulty in focusing, spots before eyes, etc.|Dizziness *|Visual Disturbances â€ "
"Flector","Application Site Conditions|Pruritus|Dermatitis|Burning|OtherIncludes: application site dryness, irritation, erythema, atrophy, discoloration, hyperhidriosis, and vesicles.|Gastrointestinal Disorders|Nausea|Dysgeusia|Dyspepsia|OtherIncludes: gastritis, vomiting, diarrhea, constipation, upper abdominal pain, and dry mouth.|Nervous System Disorders|Headache|Paresthesia|Somnolence|Other Includes: hypoesthesia, dizziness, and hyperkinesias.|Other Includes: application site dryness, irritation, erythema, atrophy, discoloration, hyperhidriosis, and vesicles.|Other Includes: gastritis, vomiting, diarrhea, constipation, upper abdominal pain, and dry mouth."
"Flolan","Jaw pain|Nonspecific musculoskeletal pain|Headache|Chills/fever/sepsis/flu-like symptoms|Cardiovascular system|Flushing|Hypotension|Tachycardia|Digestive system|Anorexia|Nausea/Vomiting|Diarrhea|Skin and Appendages|Skin ulcer|Eczema/rash/urticaria|Musculoskeletal System|Myalgia|Nervous system|Anxiety/hyperkinesias/nervousness/tremor|Hyperesthesia/hypesthesia/paresthesia|Dizziness"
"Flolipid","Edema/swelling|Abdominal pain|Cardiovascular System Disorders|Atrial fibrillation|Digestive System Disorders|Constipation|Gastritis|Endocrine Disorders|Diabetes mellitus|Musculoskeletal Disorders|Myalgia|Nervous System / Psychiatric Disorders|Headache|Insomnia|Vertigo|Respiratory System Disorders|Bronchitis|Sinusitis|Skin / Skin Appendage Disorders|Eczema|Urogenital System Disorders|Infection, urinary tract"
"Flomax","Headache|Asthenia|Back pain|Chest pain|NERVOUS SYSTEM|Dizziness|Somnolence|Insomnia|Libido decreased|RESPIRATORY SYSTEM|Pharyngitis|Cough increased|Sinusitis|DIGESTIVE SYSTEM|Diarrhea|Nausea|Tooth disorder|UROGENITAL SYSTEM|Abnormal ejaculation|SPECIAL SENSES|Blurred vision"
"Flovent Diskus","Ear, nose, and throat|Upper respiratory tract infection|Throat irritation|Sinusitis/sinus infection|Upper respiratory inflammation|Rhinitis|Oral candidiasis|Gastrointestinal|Nausea and vomiting|Gastrointestinal discomfort and pain|Viral gastrointestinal infection|Non-site specific|Fever|Viral infection|Lower respiratory|Viral respiratory infection|Cough|Bronchitis|Neurological|Headache|Musculoskeletal and trauma|Muscle injury|Musculoskeletal pain|Injury"
"Flovent Hfa","Ear, nose, and throat|Upper respiratory tract infection|Throat irritation|Upper respiratory inflammation|Sinusitis/sinus infection|Hoarseness/dysphonia|Gastrointestinal|Candidiasis mouth/throat and non-site specific|Lower respiratory|Cough|Bronchitis|Neurological|Headache"
"Fluconazole","With any side effect|Vomiting|Abdominal pain|Nausea|Diarrhea"
"Fluconazole In Sodium Chloride","With any side effect|Vomiting|Abdominal pain|Nausea|Diarrhea"
"Fludarabine Phosphate","FEVER|CHILLS|FATIGUE|INFECTION|PAIN|MALAISE|DIAPHORESIS|ALOPECIA|ANAPHYLAXIS|HEMORRHAGE|HYPERGLYCEMIA|DEHYDRATION|NEUROLOGICAL|WEAKNESS|PARESTHESIA|HEADACHE|VISUAL DISTURBANCE|HEARING LOSS|SLEEP DISORDER|DEPRESSION|CEREBELLAR SYNDROME|IMPAIRED MENTATION|PULMONARY|COUGH|PNEUMONIA|DYSPNEA|SINUSITIS|PHARYNGITIS|UPPER RESPIRATORY INFECTION|ALLERGIC PNEUMONITIS|EPISTAXIS|HEMOPTYSIS|BRONCHITIS|HYPOXIA|GASTROINTESTINAL|NAUSEA/VOMITING|DIARRHEA|ANOREXIA|STOMATITIS|GI BLEEDING|ESOPHAGITIS|MUCOSITIS|LIVER FAILURE|ABNORMAL LIVER FUNCTION TEST|CHOLELITHIASIS|CONSTIPATION|DYSPHAGIA|CUTANEOUS|RASH|PRURITUS|SEBORRHEA|GENITOURINARY|DYSURIA|URINARY INFECTION|HEMATURIA|RENAL FAILURE|ABNORMAL RENAL FUNCTION TEST|PROTEINURIA|HESITANCY|CARDIOVASCULAR|EDEMA|ANGINA|CONGESTIVE HEART FAILURE|ARRHYTHMIA|SUPRAVENTRICULAR TACHYCARDIA|MYOCARDIAL INFARCTION|DEEP VENOUS THROMBOSIS|PHLEBITIS|TRANSIENT ISCHEMIC ATTACK|ANEURYSM|CEREBROVASCULAR ACCIDENT|MUSCULOSKELETAL|MYALGIA|OSTEOPOROSIS|ARTHRALGIA|TUMOR LYSIS SYNDROME|SUPRA VENTRICULAR TACHYCARDIA"
"Fluocinol Pak","Headache|Application Site Burning|Nasopharyngitis|Nasal Congestion"
"Fluocinolone Acetonide","Any AE|Telangiectasia|Erythema|Itching|Irritation|Burning|Hypopigmentation|Shiny Skin|Secondary atopic dermatitis|Papules and pustules|Keratosis pilaris|Folliculitis|Facial herpes simplex|Acneiform eruption|Ear infection|Shiny skin"
"Fluocinolone Acetonide Oil","Any AE|Telangiectasia|Erythema|Itching|Irritation|Burning|Hypopigmentation|Shiny skin|Secondary atopic dermatitis|Papules and pustules|Keratosis pilaris|Folliculitis|Facial herpes simplex|Acneiform eruption|Ear infection|Shiny Skin"
"Fluocinolone Acetonide Topical","Hypopigmentation"
"Fluocinolone Acetonide Topical Solution Usp, 0.01%","Hypopigmentation"
"Fluocinonide","Headache|Application Site Burning|Nasopharyngitis|Nasal Congestion|Hypopigmentation"
"Fluocinonide Gel","Hypopigmentation"
"Fluorouracil Cream","Clinical Sign or Symptom|Erythema|Dryness|Burning|Erosion|Pain|Edema"
"Fluoxetine","Asthenia|Flu syndrome|Cardiovascular System|Vasodilatation|Digestive System|Nausea|Diarrhea|Anorexia|Dry mouth|Dyspepsia|Nervous System|Insomnia|Anxiety|Nervousness|Somnolence|Tremor|Libido decreased|Abnormal dreams|Respiratory System|Pharyngitis|Sinusitis|Yawn|Skin and Appendages|Sweating|Rash|Urogenital System|Impotence3|Abnormal ejaculation3|CardiovascularSystem|RespiratorySystem|Skin andAppendages|UrogenitalSystem|Abnormal ejaculation|Flu Syndrome|Impotence â€¡|Abnormal ejaculation â€¡|Impotence 3|Abnormal ejaculation 3|Impotencea|Headache|Pain|Accidental injury|Infection|Dizziness|Thinking abnormal 2|Rhinitis|Impotence a|Abnormal Ejaculation 3|Abnormal Dreams"
"Fluoxetine Hcl","Asthenia|Flu syndrome|Cardiovascular System|Vasodilatation|Digestive System|Nausea|Diarrhea|Anorexia|Dry mouth|Dyspepsia|Nervous System|Insomnia|Anxiety|Nervousness|Somnolence|Tremor|Libido decreased|Abnormal dreams|Respiratory System|Pharyngitis|Sinusitis|Yawn|Skin and Appendages|Sweating|Rash|Urogenital System|Impotence3|Abnormal ejaculation3|Impotencea|Abnormal ejaculationa"
"Fluoxetine Hydrochloride","Asthenia|Flu syndrome|Vasodilatation|Nausea|Diarrhea|Anorexia|Dry mouth|Dyspepsia|Insomnia|Anxiety|Nervousness|Somnolence|Tremor|Libido decreased|Abnormal dreams|Pharyngitis|Sinusitis|Yawn|Sweating|Rash|Abnormal ejaculation|Cardiovascular System|Digestive System|Nervous System|Respiratory System|Skin and Appendages|Urogenital System|ImpotenceÎ±|D i g e s t i ve Sy s t em|A n o r e x ia|Nervous Sy s t em|N e r v o u s n e ss|S o m n o l e n ce|T r e m or|R e s p i r a t o ry Sy s t em|Urogenital Sy s t em|I m p o t e n ce3|Abnormal ejaculation3|Impotencea|Abnormal ejaculationa|Impotence3|Impotence 3|Abnormal ejaculation 3"
"Flutamide","Rectum/large bowel|Bladder|Skin|Rectum/Large Bowel"
"Fluticasone","Headache|Pharyngitis|Epistaxis|Nasal burning/nasal irritation|Nausea/vomiting|Asthma symptoms|Cough"
"Fluticasone Furoate And Vilanterol","Infections and infestations|Nasopharyngitis|Upper respiratory tract infection|Oropharyngeal candidiasisa|Nervous system disorders|Headache"
"Fluticasone Propionate","Skin infection|Infected eczema|Viral warts|Herpes simplex|Impetigo|Atopic dermatitis|Eczema|Exacerbation of eczema|Erythema|Burning|Stinging|Skin irritation|Pruritus|Exacerbation of Pruritus|Folliculitis|Blisters|Dryness of skin|Skin Infection|Pruritis|Exacerbation of pruritis|Skin infectionInfected eczemaViral wartsHerpes simplexImpetigoAtopic dermatitisEczemaExacerbation of eczemaErythemaBurningStingingSkin irritationPruritusExacerbation of pruritusFolliculitisBlistersDryness of skin|HeadachePharyngitisEpistaxisNasal burning/nasal irritationNausea/vomitingAsthma symptomsCough|Headache|Pharyngitis|Epistaxis|Nasal burning/nasal irritation|Nausea/vomiting|Asthma symptoms|Cough|Nasal Burning/Nasal Irritation|Nausea/Vomiting|Asthma Symptoms|Burning/Stinging skin|Contact Dermatitis|Exacerbation of Atopic dermatitis|Folliculitis of legs|Irritant Contact Dermatitis|Pustules on Arms|Rash|Nausea/vomitting"
"Fluticasone Propionate And Salmeterol","Nasopharyngitis|Oral candidiasis*|Headache|Cough|Back pain|Ear, Nose, and Throat|Upper Respiratory Tract Infection|Pharyngitis|Upper Respiratory Inflammation|Sinusitis|Hoarseness/Dysphonia|Oral Candidiasis|Lower Respiratory|Viral respiratory infections|Bronchitis|Neurology Headaches|Gastrointestinal|Nausea and Vomiting|Gastrointestinal Discomfort and Pain|Diarrhea|Viral Gastrointestinal Infections|Non-site Specific Candidiasis Unspecified Site|Musculoskeletal Musculoskeletal Pain"
"Fluticasone Propionate And Salmeterol Diskus","Ear, nose, and throat|Upper respiratory tract infection|Pharyngitis|Upper respiratory inflammation|Sinusitis|Hoarseness/dysphonia|Oral candidiasis|Lower respiratory|Viral respiratory infections|Bronchitis|Cough|Neurology|Headaches|Gastrointestinal|Nausea and vomiting|Gastrointestinal discomfort and pain|Diarrhea|Viral gastrointestinal infections|Non-site specific|Candidiasis unspecified site|Musculoskeletal|Musculoskeletal pain"
"Fluticasone Propionate Hfa","Ear, nose, and throat|Upper respiratory tract infection|Throat irritation|Upper respiratory inflammation|Sinusitis/sinus infection|Hoarseness/dysphonia|Gastrointestinal|Candidiasis mouth/throat and non-site specific|Lower respiratory|Cough|Bronchitis|Neurological|Headache"
"Fluvoxamine Maleate","Headache|Asthenia|Flu Syndrome|Chills|Palpitations|Nausea|Diarrhea|Constipation|Dyspepsia|Anorexia|Vomiting|Flatulence|Tooth Disorder2|Dysphagia|Somnolence|Insomnia|Dry Mouth|Nervousness|Dizziness|Tremor|Anxiety|Vasodilatation3|Hypertonia|Agitation|Decreased Libido|Depression|Upper Respiratory Infection|Dyspnea|Yawn|Sweating|Taste Perversion|Amblyopia4|Abnormal Ejaculation5,6|Urinary Frequency|Impotence6|Anorgasmia|Urinary Retention|Tooth Disorder 2|Vasodilatation 3|Amblyopia 4|Abnormal Ejaculation 5,6|Impotence 6|Pain 2|Accidental Injury|Viral Infection|CARDIOVASCULAR|Hypertension|DIGESTIVE SYSTEM|Anorexia 3|Tooth Disorder|Gingivitis|Ecchymosis|Weight Loss|MUSCULOSKELETAL|Myalgia|NERVOUS SYSTEM|Libido Decreased|Male|Female|Abnormal Thinking|Apathy|Neurosis|Twitching|Pharyngitis|Laryngitis|Epistaxis|SKIN|Acne|SPECIAL SENSES|Amblyopia|UROGENITAL|Abnormal Ejaculation|Menorrhagia|Sexual Function Abnormal|Polyuria|Tooth Disorder Includes toothache, tooth extraction and abscess, and caries.|Vasodilatation Mostly feeling warm, hot, or flushed.|Amblyopia Mostly blurred vision.|Abnormal Ejaculation Mostly delayed ejaculation.,Incidence based on number of male patients.|Impotence|Tooth DisorderIncludes toothache, tooth extraction and abscess, and caries.|VasodilatationMostly feeling warm, hot, or flushed.|AmblyopiaMostly blurred vision.|Abnormal EjaculationMostly delayed ejaculation.,Incidence based on number of male patients."
